,bsd,date,endtime,id,name,starttime,street,town,url,zipcode,address,geocodestatus_try1,geocodestatus_try2,lat,long
880,bawue,2016-09-19,21:00,9371,{},17:30,Heegheimer Str.,Glauburg / Glauberg,"terminerinnerung.php?event_id=9371&&
              bsd=bawue&&
              date=2016-09-19&&
              start=17:30&&
              end=21:00&&
              name1=&&
              name2=Turnhalle&&
              street=Heegheimer+Str.&&
              plz=63695&&
              town=Glauburg+%2F+Glauberg&&
              tort=6369512",63695,"Heegheimer Str., 63695 Glauburg / Glauberg",1,0,50.3138634,8.9964592
881,bawue,2016-09-19,20:30,9367,{},17:00,Am Sportplatz 2,Reinheim / Georgenhausen,"terminerinnerung.php?event_id=9367&&
              bsd=bawue&&
              date=2016-09-19&&
              start=17:00&&
              end=20:30&&
              name1=&&
              name2=B%FCrgerhaus&&
              street=Am+Sportplatz+2&&
              plz=64354&&
              town=Reinheim+%2F+Georgenhausen&&
              tort=6435411700",64354,"Am Sportplatz 2, 64354 Reinheim / Georgenhausen",1,0,49.8460708,8.8060006
882,bawue,2016-09-19,20:00,9364,{},15:30,Ludwigstr. 7,Biebesheim Am Rhein,"terminerinnerung.php?event_id=9364&&
              bsd=bawue&&
              date=2016-09-19&&
              start=15:30&&
              end=20:00&&
              name1=&&
              name2=Kulturhalle&&
              street=Ludwigstr.+7&&
              plz=64584&&
              town=Biebesheim+Am+Rhein&&
              tort=6458402800",64584,"Ludwigstr. 7, 64584 Biebesheim Am Rhein",-99,0,,
883,west,2016-09-19,18:30,5059,DRK-Haus I,14:30,Karl-Leiling-Allee 5,Speyer,"terminerinnerung.php?event_id=5059&&
              bsd=west&&
              date=2016-09-19&&
              start=14:30&&
              end=18:30&&
              name1=DRK-Haus+I&&
              name2=&&
              street=Karl-Leiling-Allee+5&&
              plz=67346&&
              town=Speyer&&
              tort=31800",67346,"Karl-Leiling-Allee 5, 67346 Speyer",1,0,49.3124217,8.44178029317
884,west,2016-09-19,20:30,5060,Grundschule,17:30,Goethestr. 7,Gimbsheim,"terminerinnerung.php?event_id=5060&&
              bsd=west&&
              date=2016-09-19&&
              start=17:30&&
              end=20:30&&
              name1=Grundschule&&
              name2=&&
              street=Goethestr.+7&&
              plz=67578&&
              town=Gimbsheim&&
              tort=33102",67578,"Goethestr. 7, 67578 Gimbsheim",1,0,49.7816275,8.3757031
885,bawue,2016-09-19,19:30,9375,{},15:00,Löwensteiner Str. 14,Wüstenrot,"terminerinnerung.php?event_id=9375&&
              bsd=bawue&&
              date=2016-09-19&&
              start=15:00&&
              end=19:30&&
              name1=&&
              name2=Georg-Kropp-Halle&&
              street=L%F6wensteiner+Str.+14&&
              plz=71543&&
              town=W%FCstenrot&&
              tort=7154313",71543,"Löwensteiner Str. 14, 71543 Wüstenrot",1,0,49.0833436,9.4633265226
886,bawue,2016-09-19,19:30,9376,{},11:00,Rottweiler Straße 5,Dornhan,"terminerinnerung.php?event_id=9376&&
              bsd=bawue&&
              date=2016-09-19&&
              start=11:00&&
              end=19:30&&
              name1=&&
              name2=Stadthalle&&
              street=Rottweiler+Stra%DFe+5&&
              plz=72175&&
              town=Dornhan&&
              tort=7217511",72175,"Rottweiler Straße 5, 72175 Dornhan",1,0,48.3439019,8.5151555
887,bawue,2016-09-19,19:30,9368,{},15:30,Bachgasse 2,Bodelshausen,"terminerinnerung.php?event_id=9368&&
              bsd=bawue&&
              date=2016-09-19&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=Forum&&
              street=Bachgasse+2&&
              plz=72411&&
              town=Bodelshausen&&
              tort=7241111",72411,"Bachgasse 2, 72411 Bodelshausen",1,0,48.3943598,8.97196414692
888,bawue,2016-09-19,19:30,9363,{},14:30,Otto-Vatter-Straße 14,Ostfildern / Ruit,"terminerinnerung.php?event_id=9363&&
              bsd=bawue&&
              date=2016-09-19&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=B%FCrgerhaus&&
              street=Otto-Vatter-Stra%DFe+14&&
              plz=73760&&
              town=Ostfildern+%2F+Ruit&&
              tort=7376031",73760,"Otto-Vatter-Straße 14, 73760 Ostfildern / Ruit",1,0,48.72761315,9.2550696944
889,bawue,2016-09-19,19:30,9366,{},14:30,Muckentaler Str. 8,Limbach,"terminerinnerung.php?event_id=9366&&
              bsd=bawue&&
              date=2016-09-19&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Turnhalle&&
              street=Muckentaler+Str.+8&&
              plz=74838&&
              town=Limbach&&
              tort=7483811",74838,"Muckentaler Str. 8, 74838 Limbach",1,0,49.46019435,9.21104531451
890,bawue,2016-09-19,19:30,9369,{},15:30,Schulstraße 7-9,Illingen,"terminerinnerung.php?event_id=9369&&
              bsd=bawue&&
              date=2016-09-19&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=Stromberghalle&&
              street=Schulstra%DFe+7-9&&
              plz=75428&&
              town=Illingen&&
              tort=7542812",75428,"Schulstraße 7-9, 75428 Illingen",-99,0,,
891,bawue,2016-09-19,19:30,9374,{},15:30,Dorfstr. 25,Au,"terminerinnerung.php?event_id=9374&&
              bsd=bawue&&
              date=2016-09-19&&
              start=15:30&&
              end=19:30&&
              name1=&&
              name2=B%FCrgerhaus+Au&&
              street=Dorfstr.+25&&
              plz=79280&&
              town=Au&&
              tort=7924913",79280,"Dorfstr. 25, 79280 Au",1,0,47.9565035,7.8295992
892,bayern,2016-09-19,20:00,6233,Grund- und Hauptschule,16:00,Hammerschmiedweg 8,WOLFRATSHAUSEN,"terminerinnerung.php?event_id=6233&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=20:00&&
              name1=Grund-+und+Hauptschule&&
              name2=&&
              street=Hammerschmiedweg+8&&
              plz=82515&&
              town=WOLFRATSHAUSEN&&
              tort=70221",82515,"Hammerschmiedweg 8, 82515 WOLFRATSHAUSEN",1,0,47.9134233,11.4217367385
893,bayern,2016-09-19,20:00,6234,BRK-Haus,15:00,Kolbermoorer Str. 14,BAD AIBLING,"terminerinnerung.php?event_id=6234&&
              bsd=bayern&&
              date=2016-09-19&&
              start=15:00&&
              end=20:00&&
              name1=BRK-Haus&&
              name2=&&
              street=Kolbermoorer+Str.+14&&
              plz=83043&&
              town=BAD+AIBLING&&
              tort=71805",83043,"Kolbermoorer Str. 14, 83043 BAD AIBLING",1,0,47.8611968,12.0162853
894,bayern,2016-09-19,20:00,6235,Kath. Pfarramt,16:00,Rathausplatz 1 a  -Zugang Südtiroler Str.-,TRAUNREUT,"terminerinnerung.php?event_id=6235&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=20:00&&
              name1=Kath.+Pfarramt&&
              name2=&&
              street=Rathausplatz+1+a++-Zugang+S%FCdtiroler+Str.-&&
              plz=83301&&
              town=TRAUNREUT&&
              tort=72028",83301,"Rathausplatz 1 a  -Zugang Südtiroler Str.-, 83301 TRAUNREUT",-99,0,,
895,bayern,2016-09-19,20:00,6236,BRK-Haus,15:00,Grabmannstr. 2,EICHSTÄTT,"terminerinnerung.php?event_id=6236&&
              bsd=bayern&&
              date=2016-09-19&&
              start=15:00&&
              end=20:00&&
              name1=BRK-Haus&&
              name2=&&
              street=Grabmannstr.+2&&
              plz=85072&&
              town=EICHST%C4TT&&
              tort=70609",85072,"Grabmannstr. 2, 85072 EICHSTÄTT",1,0,48.88889535,11.1937887384
896,bayern,2016-09-19,20:30,6237,Volksschule,17:00,Schulstr. 8,TAPFHEIM,"terminerinnerung.php?event_id=6237&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:00&&
              end=20:30&&
              name1=Volksschule&&
              name2=&&
              street=Schulstr.+8&&
              plz=86660&&
              town=TAPFHEIM&&
              tort=60516",86660,"Schulstr. 8, 86660 TAPFHEIM",1,0,48.6763888,10.6949023
897,bayern,2016-09-19,20:30,6238,Volksschule,17:00,Sportstr. 2,KIMRATSHOFEN,"terminerinnerung.php?event_id=6238&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:00&&
              end=20:30&&
              name1=Volksschule&&
              name2=&&
              street=Sportstr.+2&&
              plz=87452&&
              town=KIMRATSHOFEN&&
              tort=60902",87452,"Sportstr. 2, 87452 KIMRATSHOFEN",-99,0,,
898,bayern,2016-09-19,20:00,6239,Grund-und Hauptschule,16:00,Schulstr .9,PFAFFENHAUSEN,"terminerinnerung.php?event_id=6239&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=20:00&&
              name1=Grund-und+Hauptschule&&
              name2=&&
              street=Schulstr+.9&&
              plz=87772&&
              town=PFAFFENHAUSEN&&
              tort=61123",87772,"Schulstr .9, 87772 PFAFFENHAUSEN",1,0,48.11767915,10.4574903534
899,bawue,2016-09-19,19:30,9373,{},14:45,Pestalozzistraße 8,Meckenbeuren,"terminerinnerung.php?event_id=9373&&
              bsd=bawue&&
              date=2016-09-19&&
              start=14:45&&
              end=19:30&&
              name1=&&
              name2=Festhalle+In+Kehlen&&
              street=Pestalozzistra%DFe+8&&
              plz=88074&&
              town=Meckenbeuren&&
              tort=8807411",88074,"Pestalozzistraße 8, 88074 Meckenbeuren",1,0,47.68631625,9.5548416
900,bayern,2016-09-19,20:30,6240,Grund- und Mittelschule,17:00,Prinz-Eugen-Str. 12,HÖCHSTÄDT,"terminerinnerung.php?event_id=6240&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:00&&
              end=20:30&&
              name1=Grund-+und+Mittelschule&&
              name2=&&
              street=Prinz-Eugen-Str.+12&&
              plz=89420&&
              town=H%D6CHST%C4DT&&
              tort=60406",89420,"Prinz-Eugen-Str. 12, 89420 HÖCHSTÄDT",1,0,48.61273245,10.5633914402
901,bawue,2016-09-19,19:30,9362,{},14:30,Brückenstr. 8,Herbrechtingen,"terminerinnerung.php?event_id=9362&&
              bsd=bawue&&
              date=2016-09-19&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Bibris+-+Halle&&
              street=Br%FCckenstr.+8&&
              plz=89542&&
              town=Herbrechtingen&&
              tort=8954211",89542,"Brückenstr. 8, 89542 Herbrechtingen",1,0,48.62095925,10.1744444423
902,bayern,2016-09-19,21:00,6241,Grundschule,18:00,Schulstr. 10,PYRBAUM,"terminerinnerung.php?event_id=6241&&
              bsd=bayern&&
              date=2016-09-19&&
              start=18:00&&
              end=21:00&&
              name1=Grundschule&&
              name2=&&
              street=Schulstr.+10&&
              plz=90602&&
              town=PYRBAUM&&
              tort=40311",90602,"Schulstr. 10, 90602 PYRBAUM",1,0,49.29504395,11.2792332595
903,bayern,2016-09-19,20:30,6242,Stadthalle,17:30,Weidenbacher Str. 23 a,ORNBAU,"terminerinnerung.php?event_id=6242&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:30&&
              end=20:30&&
              name1=Stadthalle&&
              name2=&&
              street=Weidenbacher+Str.+23+a&&
              plz=91737&&
              town=ORNBAU&&
              tort=20121",91737,"Weidenbacher Str. 23 a, 91737 ORNBAU",-99,0,,
904,bayern,2016-09-19,20:00,6243,"Franz-Xaver-Witt-Volksschule, Aula",17:00,Schulstr. 1,WALDERBACH,"terminerinnerung.php?event_id=6243&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:00&&
              end=20:00&&
              name1=Franz-Xaver-Witt-Volksschule%2C+Aula&&
              name2=&&
              street=Schulstr.+1&&
              plz=93194&&
              town=WALDERBACH&&
              tort=40222",93194,"Schulstr. 1, 93194 WALDERBACH",1,0,49.1860595,12.3817173
905,bayern,2016-09-19,20:00,6244,Volksschule,16:00,Römerstr. 12,ABENSBERG,"terminerinnerung.php?event_id=6244&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=20:00&&
              name1=Volksschule&&
              name2=&&
              street=R%F6merstr.+12&&
              plz=93326&&
              town=ABENSBERG&&
              tort=50401",93326,"Römerstr. 12, 93326 ABENSBERG",1,0,48.8178263,11.8423463
906,bayern,2016-09-19,19:30,6245,Kath. Pfarrheim,16:00,Am Gstadthof 8,TEISNACH,"terminerinnerung.php?event_id=6245&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=19:30&&
              name1=Kath.+Pfarrheim&&
              name2=&&
              street=Am+Gstadthof+8&&
              plz=94244&&
              town=TEISNACH&&
              tort=50710",94244,"Am Gstadthof 8, 94244 TEISNACH",1,0,49.039148,12.9931052
907,bayern,2016-09-19,20:00,6246,Volksschule I,16:00,Dötsch-Werner-Platz 4,SCHÖNWALD,"terminerinnerung.php?event_id=6246&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:00&&
              end=20:00&&
              name1=Volksschule+I&&
              name2=&&
              street=D%F6tsch-Werner-Platz+4&&
              plz=95173&&
              town=SCH%D6NWALD&&
              tort=30907",95173,"Dötsch-Werner-Platz 4, 95173 SCHÖNWALD",-99,0,,
908,bayern,2016-09-19,18:45,6247,Rotkreuzhaus,13:00,Flessastr. 1,KULMBACH,"terminerinnerung.php?event_id=6247&&
              bsd=bayern&&
              date=2016-09-19&&
              start=13:00&&
              end=18:45&&
              name1=Rotkreuzhaus&&
              name2=&&
              street=Flessastr.+1&&
              plz=95326&&
              town=KULMBACH&&
              tort=30701",95326,"Flessastr. 1, 95326 KULMBACH",1,0,50.1013887,11.44487585
909,bayern,2016-09-19,20:30,6248,Karl-Knauf-Halle,17:00,Schützenstrasse 3 a,IPHOFEN,"terminerinnerung.php?event_id=6248&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:00&&
              end=20:30&&
              name1=Karl-Knauf-Halle&&
              name2=&&
              street=Sch%FCtzenstrasse+3+a&&
              plz=97346&&
              town=IPHOFEN&&
              tort=10405",97346,"Schützenstrasse 3 a, 97346 IPHOFEN",1,0,49.7068684,10.262833927
910,bayern,2016-09-19,20:00,6249,Pfarrheim St. Kilian / Eingang Jugendheim,16:30,Gerhard-Götz-Platz 1/Sondheimerstr. 37,ARNSTEIN,"terminerinnerung.php?event_id=6249&&
              bsd=bayern&&
              date=2016-09-19&&
              start=16:30&&
              end=20:00&&
              name1=Pfarrheim+St.+Kilian+%2F+Eingang+Jugendheim&&
              name2=&&
              street=Gerhard-G%F6tz-Platz+1%2FSondheimerstr.+37&&
              plz=97450&&
              town=ARNSTEIN&&
              tort=10501",97450,"Gerhard-Götz-Platz 1/Sondheimerstr. 37, 97450 ARNSTEIN",-99,0,,
911,bayern,2016-09-19,20:30,6250,Verbandsschule,17:30,Kirchstr. 5,OBERNDORF,"terminerinnerung.php?event_id=6250&&
              bsd=bayern&&
              date=2016-09-19&&
              start=17:30&&
              end=20:30&&
              name1=Verbandsschule&&
              name2=&&
              street=Kirchstr.+5&&
              plz=97836&&
              town=OBERNDORF&&
              tort=10522",97836,"Kirchstr. 5, 97836 OBERNDORF",1,0,49.8607949,9.5117746
912,bawue,2016-09-19,19:30,9365,{},14:30,Erlenbachtalstr. 9,Igersheim,"terminerinnerung.php?event_id=9365&&
              bsd=bawue&&
              date=2016-09-19&&
              start=14:30&&
              end=19:30&&
              name1=&&
              name2=Erlenbachhalle&&
              street=Erlenbachtalstr.+9&&
              plz=97999&&
              town=Igersheim&&
              tort=9799911",97999,"Erlenbachtalstr. 9, 97999 Igersheim",1,0,49.4944919,9.8104983
913,ns,2016-09-19,18:00,921,"BlutspendeMobil vor ""Anger 1""",14:00,Anger 1,Erfurt,"terminerinnerung.php?event_id=921&&
              bsd=ns&&
              date=2016-09-19&&
              start=14:00&&
              end=18:00&&
              name1=BlutspendeMobil+vor+%22Anger+1%22&&
              name2=&&
              street=Anger+1&&
              plz=99084&&
              town=Erfurt&&
              tort=6042",99084,"Anger 1, 99084 Erfurt",1,0,50.9776985,11.0364678112
914,ns,2016-09-19,19:30,934,DRK,15:00,Johann-Matthäus-Bechstein-Str. 44,Waltershausen,"terminerinnerung.php?event_id=934&&
              bsd=ns&&
              date=2016-09-19&&
              start=15:00&&
              end=19:30&&
              name1=DRK&&
              name2=&&
              street=Johann-Matth%E4us-Bechstein-Str.+44&&
              plz=99880&&
              town=Waltershausen&&
              tort=5824",99880,"Johann-Matthäus-Bechstein-Str. 44, 99880 Waltershausen",1,0,50.8885127,10.5718305
915,ns,2016-09-19,19:00,933,"Feuerwehrgerätehaus, Eingang Lindenstr.",16:00,Bahnhofstr. 25,Friedrichroda,"terminerinnerung.php?event_id=933&&
              bsd=ns&&
              date=2016-09-19&&
              start=16:00&&
              end=19:00&&
              name1=Feuerwehrger%E4tehaus%2C+Eingang+Lindenstr.&&
              name2=&&
              street=Bahnhofstr.+25&&
              plz=99894&&
              town=Friedrichroda&&
              tort=5817",99894,"Bahnhofstr. 25, 99894 Friedrichroda",1,0,50.8619755,10.5764147
916,ost,2016-09-20,18:30,7724,DRESDEN DRK-PFLEGEHEIM,15:00,PIESCHEN Robert-Matzke-Str. 18,Dresden,"terminerinnerung.php?event_id=7724&&
              bsd=ost&&
              date=2016-09-20&&
              start=15:00&&
              end=18:30&&
              name1=DRESDEN+DRK-PFLEGEHEIM&&
              name2=&&
              street=PIESCHEN+Robert-Matzke-Str.+18&&
              plz=01127&&
              town=Dresden&&
              tort=8023K",01127,"PIESCHEN Robert-Matzke-Str. 18, 01127 Dresden",1,0,51.0803149,13.7203562895
917,ost,2016-09-20,19:00,7723,DRESDEN GEMEINDEZENTRUM,16:00,"GORBITZ, Leutewitzer Ring 75",Dresden,"terminerinnerung.php?event_id=7723&&
              bsd=ost&&
              date=2016-09-20&&
              start=16:00&&
              end=19:00&&
              name1=DRESDEN+GEMEINDEZENTRUM&&
              name2=&&
              street=GORBITZ%2C+Leutewitzer+Ring+75&&
              plz=01169&&
              town=Dresden&&
              tort=8038H",01169,"GORBITZ, Leutewitzer Ring 75, 01169 Dresden",1,0,51.0487672,13.6723785757
918,ost,2016-09-20,19:00,7725,INSTITUT DRESDEN,12:00,Blasewitzer Str. 68/70,Dresden,"terminerinnerung.php?event_id=7725&&
              bsd=ost&&
              date=2016-09-20&&
              start=12:00&&
              end=19:00&&
              name1=INSTITUT+DRESDEN&&
              name2=&&
              street=Blasewitzer+Str.+68%2F70&&
              plz=01307&&
              town=Dresden&&
              tort=8019X",01307,"Blasewitzer Str. 68/70, 01307 Dresden",1,0,51.0529522,13.7800831
919,ost,2016-09-20,19:30,7722,DRESDEN GYMNASIUM BÜHLAU,16:00,Quohrener Straße 12,Dresden,"terminerinnerung.php?event_id=7722&&
              bsd=ost&&
              date=2016-09-20&&
              start=16:00&&
              end=19:30&&
              name1=DRESDEN+GYMNASIUM+B%DCHLAU&&
              name2=&&
              street=Quohrener+Stra%DFe+12&&
              plz=01324&&
              town=Dresden&&
              tort=8051E",01324,"Quohrener Straße 12, 01324 Dresden",1,0,51.0604077,13.8556499
920,ost,2016-09-20,19:00,8034,Karl-Eduard von Lingenthal Oberschule,14:30,Schulstr. 21,Ortrand,"terminerinnerung.php?event_id=8034&&
              bsd=ost&&
              date=2016-09-20&&
              start=14:30&&
              end=19:00&&
              name1=Karl-Eduard+von+Lingenthal+Oberschule&&
              name2=&&
              street=Schulstr.+21&&
              plz=01990&&
              town=Ortrand&&
              tort=16010",01990,"Schulstr. 21, 01990 Ortrand",1,0,51.3784994,13.7643842
921,ost,2016-09-20,18:00,7721,GROßDUBRAU GRUNDSCHULE,15:00,Schulstraße 1,Großdubrau,"terminerinnerung.php?event_id=7721&&
              bsd=ost&&
              date=2016-09-20&&
              start=15:00&&
              end=18:00&&
              name1=GRO%DFDUBRAU+GRUNDSCHULE&&
              name2=&&
              street=Schulstra%DFe+1&&
              plz=02694&&
              town=Gro%DFdubrau&&
              tort=8612A",02694,"Schulstraße 1, 02694 Großdubrau",1,0,51.2729885,14.4527463
922,ost,2016-09-20,14:00,7727,BOXBERG KRAFTWERK,10:30,Werksärztlicher Dienst,Boxberg /O.L.,"terminerinnerung.php?event_id=7727&&
              bsd=ost&&
              date=2016-09-20&&
              start=10:30&&
              end=14:00&&
              name1=BOXBERG+KRAFTWERK&&
              name2=&&
              street=Werks%E4rztlicher+Dienst&&
              plz=02943&&
              town=Boxberg+%2FO.L.&&
              tort=7586B",02943,"Werksärztlicher Dienst, 02943 Boxberg /O.L.",-99,0,,
923,ost,2016-09-20,19:00,7726,Rötha Sportlerheim,15:00,Kreudnitzer Str.,Rötha,"terminerinnerung.php?event_id=7726&&
              bsd=ost&&
              date=2016-09-20&&
              start=15:00&&
              end=19:00&&
              name1=R%F6tha+Sportlerheim&&
              name2=&&
              street=Kreudnitzer+Str.&&
              plz=04571&&
              town=R%F6tha&&
              tort=4179D",04571,"Kreudnitzer Str., 04571 Rötha",1,0,51.1935143,12.4189545
924,ns,2016-09-20,19:30,597,Philipp-Müller-Schule,16:00,Roßplatz 4,Querfurt,"terminerinnerung.php?event_id=597&&
              bsd=ns&&
              date=2016-09-20&&
              start=16:00&&
              end=19:30&&
              name1=Philipp-M%FCller-Schule&&
              name2=&&
              street=Ro%DFplatz+4&&
              plz=06268&&
              town=Querfurt&&
              tort=3393",06268,"Roßplatz 4, 06268 Querfurt",1,0,51.38166095,11.6012684572
925,ns,2016-09-20,19:30,566,Bürgerhaus Karsdorf,15:30,Post 1,Wetzendorf,"terminerinnerung.php?event_id=566&&
              bsd=ns&&
              date=2016-09-20&&
              start=15:30&&
              end=19:30&&
              name1=B%FCrgerhaus+Karsdorf&&
              name2=&&
              street=Post+1&&
              plz=06638&&
              town=Wetzendorf&&
              tort=3512",06638,"Post 1, 06638 Wetzendorf",1,0,51.278025,11.6381793
926,ns,2016-09-20,19:30,567,Ehemalige Grundschule,16:30,Schulstraße 3,Klöden,"terminerinnerung.php?event_id=567&&
              bsd=ns&&
              date=2016-09-20&&
              start=16:30&&
              end=19:30&&
              name1=Ehemalige+Grundschule&&
              name2=&&
              street=Schulstra%DFe+3&&
              plz=06917&&
              town=Kl%F6den&&
              tort=3352",06917,"Schulstraße 3, 06917 Klöden",1,0,51.7588545,12.8339559374
927,ns,2016-09-20,15:00,935,Thüringen Klinik 'Georgius Agricola',11:00,Rainweg 68,Saalfeld,"terminerinnerung.php?event_id=935&&
              bsd=ns&&
              date=2016-09-20&&
              start=11:00&&
              end=15:00&&
              name1=Th%FCringen+Klinik+%27Georgius+Agricola%27&&
              name2=&&
              street=Rainweg+68&&
              plz=07318&&
              town=Saalfeld&&
              tort=5320",07318,"Rainweg 68, 07318 Saalfeld",1,0,50.643933,11.3436324
928,ns,2016-09-20,19:00,959,Ratskellersaal,15:30,Naumburger Str. 1,Schkölen,"terminerinnerung.php?event_id=959&&
              bsd=ns&&
              date=2016-09-20&&
              start=15:30&&
              end=19:00&&
              name1=Ratskellersaal&&
              name2=&&
              street=Naumburger+Str.+1&&
              plz=07619&&
              town=Schk%F6len&&
              tort=5210",07619,"Naumburger Str. 1, 07619 Schkölen",1,0,51.0424527,11.821323612
929,ost,2016-09-20,18:30,7718,"ZWICKAU, DRK-BLUTSPENDEDIENST",13:00,Karl-Keil-Straße 33a,Zwickau,"terminerinnerung.php?event_id=7718&&
              bsd=ost&&
              date=2016-09-20&&
              start=13:00&&
              end=18:30&&
              name1=ZWICKAU%2C+DRK-BLUTSPENDEDIENST&&
              name2=&&
              street=Karl-Keil-Stra%DFe+33a&&
              plz=08060&&
              town=Zwickau&&
              tort=9547A",08060,"Karl-Keil-Straße 33a, 08060 Zwickau",-99,0,,
930,ost,2016-09-20,15:30,7715,"AUERBACH, AWO SENIORENZENTRUM",12:30,Eisenbahnstr. 14,Auerbach /Vogtl.,"terminerinnerung.php?event_id=7715&&
              bsd=ost&&
              date=2016-09-20&&
              start=12:30&&
              end=15:30&&
              name1=AUERBACH%2C+AWO+SENIORENZENTRUM&&
              name2=&&
              street=Eisenbahnstr.+14&&
              plz=08209&&
              town=Auerbach+%2FVogtl.&&
              tort=9700T",08209,"Eisenbahnstr. 14, 08209 Auerbach /Vogtl.",1,0,50.5120476,12.3888817818
931,ost,2016-09-20,19:00,7717,Glauchau DRK-Kreisverband e.V.,13:30,Plantagenstraße 1,Glauchau,"terminerinnerung.php?event_id=7717&&
              bsd=ost&&
              date=2016-09-20&&
              start=13:30&&
              end=19:00&&
              name1=Glauchau+DRK-Kreisverband+e.V.&&
              name2=&&
              street=Plantagenstra%DFe+1&&
              plz=08371&&
              town=Glauchau&&
              tort=9610A",08371,"Plantagenstraße 1, 08371 Glauchau",1,0,50.8131575,12.5343799
932,ost,2016-09-20,19:00,7716,"Reichenbach, Weinhold-Schule",15:00,Weinholdstr.14,Reichenbach,"terminerinnerung.php?event_id=7716&&
              bsd=ost&&
              date=2016-09-20&&
              start=15:00&&
              end=19:00&&
              name1=Reichenbach%2C+Weinhold-Schule&&
              name2=&&
              street=Weinholdstr.14&&
              plz=08468&&
              town=Reichenbach&&
              tort=9800W",08468,"Weinholdstr.14, 08468 Reichenbach",1,0,50.62295885,12.3002232729
933,ost,2016-09-20,12:00,7719,"Chemnitz BSZ Gastst.,Hauswirt.",09:30,Arthur-Bretschneider-Str. 17,Chemnitz,"terminerinnerung.php?event_id=7719&&
              bsd=ost&&
              date=2016-09-20&&
              start=09:30&&
              end=12:00&&
              name1=Chemnitz+BSZ+Gastst.%2CHauswirt.&&
              name2=&&
              street=Arthur-Bretschneider-Str.+17&&
              plz=09113&&
              town=Chemnitz&&
              tort=9003A",09113,"Arthur-Bretschneider-Str. 17, 09113 Chemnitz",1,0,50.84511435,12.9012356736
934,ost,2016-09-20,19:00,7720,Callenberg ehem. Gemeindeamt,15:30,Hauptstr. 73,Callenberg,"terminerinnerung.php?event_id=7720&&
              bsd=ost&&
              date=2016-09-20&&
              start=15:30&&
              end=19:00&&
              name1=Callenberg+ehem.+Gemeindeamt&&
              name2=&&
              street=Hauptstr.+73&&
              plz=09337&&
              town=Callenberg&&
              tort=9271A",09337,"Hauptstr. 73, 09337 Callenberg",1,0,50.84337895,12.6428566974
935,ost,2016-09-20,19:00,7091,Robert-Jungk-Oberschule,16:00,Sächsische Str. 58,Berlin,"terminerinnerung.php?event_id=7091&&
              bsd=ost&&
              date=2016-09-20&&
              start=16:00&&
              end=19:00&&
              name1=Robert-Jungk-Oberschule&&
              name2=&&
              street=S%E4chsische+Str.+58&&
              plz=10707&&
              town=Berlin&&
              tort=11155",10707,"Sächsische Str. 58, 10707 Berlin",1,0,52.494109,13.3177809
936,ost,2016-09-20,19:00,7798,Gemeinschaftshaus Lichtenrade,14:00,Lichtenrader Damm 212,Berlin,"terminerinnerung.php?event_id=7798&&
              bsd=ost&&
              date=2016-09-20&&
              start=14:00&&
              end=19:00&&
              name1=Gemeinschaftshaus+Lichtenrade&&
              name2=&&
              street=Lichtenrader+Damm+212&&
              plz=12305&&
              town=Berlin&&
              tort=10810",12305,"Lichtenrader Damm 212, 12305 Berlin",1,0,52.394775,13.4058573
937,ost,2016-09-20,19:00,7963,"DRK Blutspende am Klinikum Haus I, Eingang Hebbelstr.1",12:00,Charlottenstr. 72,Potsdam,"terminerinnerung.php?event_id=7963&&
              bsd=ost&&
              date=2016-09-20&&
              start=12:00&&
              end=19:00&&
              name1=DRK+Blutspende+am+Klinikum+Haus+I%2C+Eingang+Hebbelstr.1&&
              name2=&&
              street=Charlottenstr.+72&&
              plz=14467&&
              town=Potsdam&&
              tort=20007",14467,"Charlottenstr. 72, 14467 Potsdam",1,0,52.4024353,13.0668885
